"","Sex","Age","Household Type","District","House_Clothes","Cooking","Shopping","Admin","Repairs","Childcare","Elderly_care","Other_care","House_Clothes_Help","Cooking_Help","Shopping_Help","Admin_Help","Repairs_Help","Childcare_Help","Elderly_care_Help","Other_care_Help","Overall_chores"
"5206","Male",65,"Couple with children","Distrito de San Blas – Canillejas","Both","Both","Man","Man","Man",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Man"
"5207","Male",21,"Couple with children","Distrito de San Blas – Canillejas","Both","Man","Man","Both","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Man"
"5208","Female",55,"Couple with children","Distrito de San Blas – Canillejas","Woman","Woman","Both","Man","Man","Both","None","None","No help","No help","No help","No help","Paid help","No help","No help","No help","Both"
"5209","Female",60,"Couple with children","Distrito de San Blas – Canillejas","Both","Woman","Both","Both","None",NA,NA,"Woman","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"5210","Female",39,"Couple with children","Distrito de San Blas – Canillejas","Both","Both","Both","Man","Man","Both",NA,"None","Paid help","No help","No help","Unpaid help","No help","No help","No answer","No help","Both"
"5211","Female",62,"Couple with children","Distrito de San Blas – Canillejas","Both","Both","Both","Both","Both",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5212","Male",20,"Couple with children","Distrito de San Blas – Canillejas","Both","Both","Both","Both","Both",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5213","Female",50,"Couple with children","Distrito de San Blas – Canillejas","Both","Both","Both","Both","Man","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"5214","Male",21,"Couple with children","Distrito de San Blas – Canillejas","Both","Woman","Woman","Woman","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"5215","Female",50,"Couple with children","Distrito de San Blas – Canillejas","Both","Both","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5216","Female",57,"Couple with children","Distrito de San Blas – Canillejas","Both","Man","Woman","Both","None",NA,NA,"Woman","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Woman"
"5217","Male",57,"Couple with children","Distrito de San Blas – Canillejas","Both","Both","Both","Both","Both",NA,NA,"Both","Unpaid help","Unpaid help","Unpaid help","Unpaid help","Unpaid help","No answer","No answer","Unpaid help","Both"
"5218","Female",50,"Couple with children","Distrito de San Blas – Canillejas","Woman","Woman","Woman","Woman","Man","Woman","None","None","No help","No help","No help","No help","No help","No help","No help","No help","Woman"
"5219","Female",35,"Couple with children","Distrito de San Blas – Canillejas","Man","Man","Woman","Woman","Man","Both",NA,"Woman","No help","No help","No help","No help","No help","No help","No answer","No help","Woman"
"5220","Female",58,"Couple with children","Distrito de San Blas – Canillejas","Both","Both","Both","Both","Both",NA,"Both","Both","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5221","Male",60,"Couple with children","Distrito de San Blas – Canillejas","Woman","Both","Both","Both","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5222","Female",44,"Other","Distrito de San Blas – Canillejas","Woman","Woman","Woman","Both","Both","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"5223","Male",35,"Other","Distrito de San Blas – Canillejas","Both","Man","Both","Both","None","Both","Woman","None","No help","No help","No help","No help","No help","No help","No help","No help","Both"
"5224","Male",64,"Other","Distrito de San Blas – Canillejas","Both","Both","Both","Man","None",NA,NA,"None","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Both"
"5225","Female",65,"Other","Distrito de San Blas – Canillejas","Woman","Woman","Both","Man","Man","None","None","None","No help","No help","No help","No help","No help","No help","No help","No help","None"
"5226","Male",61,"Other","Distrito de San Blas – Canillejas","None","Woman","Man","Man","Man",NA,"None","None","Paid help","Paid help","No help","No help","Paid help","No answer","No help","No help","Man"
"5227","Female",80,"Other","Distrito de San Blas – Canillejas","None","Both","None","None","None",NA,"None","None","Paid help","No help","No help","Unpaid help","Unpaid help","No answer","No help","No help","None"
"5228","Male",71,"Other","Distrito de San Blas – Canillejas","Both","Man","Man","Both","Man","Woman","None","None","Paid help","No help","No help","No help","No help","No help","No help","No help","Man"
"5229","Female",68,"Other","Distrito de San Blas – Canillejas","Woman","Woman","Woman","Woman","Both",NA,"Woman","Woman","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"5230","Male",53,"Other","Distrito de San Blas – Canillejas","Both","Both","Both","Both","Both",NA,"Both","Both","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5231","Female",82,"Other","Distrito de San Blas – Canillejas","None","Both","Man","Both","None",NA,"None","None","Paid help","No help","Unpaid help","Unpaid help","Paid help","No answer","Paid help","No help","None"
"5232","Female",35,"Other","Distrito de San Blas – Canillejas","Both","Both","Man","Both","Both","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"5233","Female",25,"Other","Distrito de San Blas – Canillejas","Both","Both","Man","Man","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Man"
"5234","Female",72,"Other","Distrito de San Blas – Canillejas","Both","Both","Both","Both","Both","Both","Both","Both","No help","No help","No help","No help","No help","No help","No help","No help","Both"
"5235","Female",28,"Other","Distrito de San Blas – Canillejas","Woman","Man","Woman","Woman","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"5236","Male",45,"Other","Distrito de San Blas – Canillejas","Both","Woman","Both","Man","Both","Woman","Woman","None","No help","No help","No help","No help","No help","No help","No help","No help","Woman"
"5237","Male",69,"Other","Distrito de San Blas – Canillejas","Woman","Woman","Both","Man","Man","Both","None","None","No help","No help","No help","No help","No help","No help","No help","No help","Both"
"5238","Male",33,"Other","Distrito de San Blas – Canillejas","Both","Both","Both","Both","Both",NA,"Both","Both","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5239","Male",83,"Other","Distrito de San Blas – Canillejas","Both","Both","Both","Both","None","Both","None","None","No help","No help","No help","No help","No help","No help","No help","No help","Both"
"5240","Female",61,"Other","Distrito de San Blas – Canillejas","Woman","Woman","Woman","None","None",NA,"Both","None","No help","No help","No help","No help","No help","No answer","Paid help","No help","None"
"5241","Female",67,"Other","Distrito de San Blas – Canillejas","Both","Both","Both","Both","Both","Both","Both","Both","No help","No help","No help","No help","No help","No help","No help","No help","Both"
"5242","Female",66,"Other","Distrito de San Blas – Canillejas","Woman","Woman","Woman","Both","Both",NA,"Woman","None","No help","No help","No help","No help","No help","No answer","Paid help","No help","Woman"
"5243","Female",30,"Other","Distrito de San Blas – Canillejas","Woman","Woman","Both","Both","Man","Both",NA,"None","No help","No help","No help","No help","Unpaid help","No help","No answer","No help","Both"
"5244","Female",21,"Other","Distrito de San Blas – Canillejas","Both","Both","Both","Both","Both","Both","None","None","No help","No help","No help","No help","No help","No help","No help","No help","Both"
"5245","Female",74,"Other","Distrito de San Blas – Canillejas","None","Woman","Woman","Both","None","Man","None","None","Paid help","No help","No help","No help","Paid help","No help","No help","No help","None"
"5246","Female",37,"Other","Distrito de San Blas – Canillejas","Both","Both","Both","Both","Both",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5247","Female",65,"Other","Distrito de San Blas – Canillejas","Woman","Woman","Woman","Woman","Woman",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"5248","Female",60,"Other","Distrito de San Blas – Canillejas","Both","Woman","Man","Woman","None",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"5249","Female",72,"Other","Distrito de San Blas – Canillejas","Woman","Woman","Both","Both","None","Woman","None","None","No help","No help","No help","No help","No help","No help","No help","No help","None"
"5250","Female",61,"Other","Distrito de San Blas – Canillejas","Woman","Woman","Woman","Both","Man",NA,"Woman","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Woman"
"5251","Female",22,"Other","Distrito de San Blas – Canillejas","Both","Both","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5252","Female",62,"Other","Distrito de San Blas – Canillejas","Woman","Woman","Woman","Both","Man",NA,"Both","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"5253","Male",29,"Other","Distrito de San Blas – Canillejas","Man","Man","Man","Man","Man",NA,"None","None","No help","No help","No help","No help","Unpaid help","No answer","Unpaid help","No help","Man"
"5254","Female",64,"Other","Distrito de San Blas – Canillejas","Woman","Woman","Woman","Woman","None","Woman","None","None","No help","No help","No help","No help","Paid help","No help","No help","No help","Woman"
"5255","Male",52,"Single parent","Distrito de Barajas","Both","Both","Both","Both","None",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"5256","Female",43,"Single parent","Distrito de Barajas","Both","Both","Both","Both","Man",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","Unpaid help","Both"
"5257","Female",86,"Single parent","Distrito de Barajas","Woman","Woman","Woman","Woman","Woman",NA,"Woman","Woman","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"5258","Female",49,"Single parent","Distrito de Barajas","Woman","Woman","Woman","Woman","Woman",NA,NA,"None","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Woman"
"5259","Female",50,"Single parent","Distrito de Barajas","Woman","Woman","Woman","Woman","Woman",NA,NA,"Woman","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"5260","Female",83,"Single parent","Distrito de Barajas","Woman","Woman","Woman","Woman","Woman",NA,"Woman","Both","Unpaid help","Unpaid help","Unpaid help","Unpaid help","Unpaid help","No answer","Unpaid help","Unpaid help","Woman"
"5261","Female",62,"Single parent","Distrito de Barajas","Woman","Woman","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5262","Male",77,"Couple without children","Distrito de Barajas","Man","Man","Man","Man","Man",NA,"None","None","Unpaid help","Unpaid help","Unpaid help","No help","Unpaid help","No answer","No help","No help","Man"
"5263","Male",57,"Couple without children","Distrito de Barajas","Both","Both","Both","Woman","Man",NA,NA,"Both","Paid help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5264","Male",72,"Couple without children","Distrito de Barajas","Woman","Woman","Both","Both","Man",NA,"None","None","Unpaid help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5265","Female",52,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5266","Male",59,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5267","Female",78,"Couple without children","Distrito de Barajas","Woman","Woman","Both","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"5268","Female",72,"Couple without children","Distrito de Barajas","Woman","Woman","Woman","Man","Man",NA,"None","None","Paid help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"5269","Female",67,"Couple without children","Distrito de Barajas","Woman","Woman","Woman","Both","None",NA,"None","None","Paid help","No help","No help","No help","Paid help","No answer","No help","No help","None"
"5270","Male",70,"Couple without children","Distrito de Barajas","Woman","Woman","Both","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"5271","Female",61,"Couple without children","Distrito de Barajas","Woman","Woman","Woman","Man","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"5272","Female",75,"Couple without children","Distrito de Barajas","Both","Woman","Man","Both","None",NA,"None","None","No help","No help","No help","No help","Unpaid help","No answer","No help","No help","None"
"5273","Female",70,"Couple without children","Distrito de Barajas","Woman","Woman","Woman","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"5274","Male",82,"Couple without children","Distrito de Barajas","Woman","Woman","Woman","Woman","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"5275","Female",81,"Couple without children","Distrito de Barajas","None","Woman","Woman","None","Both",NA,"None","None","Paid help","No help","No help","No help","No help","No answer","No help","No help","None"
"5276","Male",69,"Couple without children","Distrito de Barajas","Woman","Both","Man","Both","Man",NA,"Both","None","Paid help","No help","No help","No help","Unpaid help","No answer","No help","Unpaid help","Both"
"5277","Male",77,"Couple without children","Distrito de Barajas","Both","Woman","Man","Man","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"5278","Male",65,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5279","Female",71,"Couple without children","Distrito de Barajas","Man","Man","Woman","Both","None",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","None"
"5280","Male",72,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,"Both","Both","Unpaid help","Unpaid help","Unpaid help","Unpaid help","Unpaid help","No answer","Unpaid help","Unpaid help","Both"
"5281","Male",57,"Couple without children","Distrito de Barajas","Both","Man","Both","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"5282","Male",62,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,"None","None","Paid help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5283","Male",63,"Couple without children","Distrito de Barajas","Woman","Woman","Man","Both","None",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","None"
"5284","Female",67,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,"None","Woman","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5285","Female",71,"Couple without children","Distrito de Barajas","Woman","Woman","Both","Both","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5286","Female",67,"Couple without children","Distrito de Barajas","Woman","Woman","Both","Both","Man",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"5287","Male",79,"Couple without children","Distrito de Barajas","Both","Both","Man","Man","Man",NA,"None","None","Paid help","No help","No help","No help","Paid help","No answer","No help","No help","Man"
"5288","Male",80,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","None",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"5289","Male",61,"Couple without children","Distrito de Barajas","Both","Woman","Woman","Both","Both",NA,NA,"None","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Woman"
"5290","Female",72,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,"Both","Both","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5291","Female",50,"Couple without children","Distrito de Barajas","Woman","Woman","Both","Man","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Man"
"5292","Female",49,"Couple without children","Distrito de Barajas","Woman","Woman","Man","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"5293","Female",64,"Couple without children","Distrito de Barajas","Woman","Woman","Both","Woman","Woman",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"5294","Female",65,"Couple without children","Distrito de Barajas","Woman","Woman","Woman","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"5295","Female",50,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Both"
"5296","Female",68,"Couple without children","Distrito de Barajas","Woman","Woman","Woman","Woman","None",NA,"Man","None","Paid help","No help","No help","No help","Unpaid help","No answer","No help","No help","Woman"
"5297","Male",63,"Couple without children","Distrito de Barajas","Woman","Woman","Both","Both","Man",NA,NA,"None","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Both"
"5298","Female",62,"Couple without children","Distrito de Barajas","Woman","Woman","Woman","Woman","Man",NA,NA,"Woman","No help","No help","No help","No help","Paid help","No answer","No answer","Unpaid help","Woman"
"5299","Female",73,"Couple without children","Distrito de Barajas","Both","Woman","Both","Woman","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"5300","Male",76,"Couple without children","Distrito de Barajas","None","Both","Both","Both","Both",NA,"None","None","Paid help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5301","Male",62,"Couple without children","Distrito de Barajas","Man","Man","Woman","Woman","None",NA,NA,"None","No help","No help","No help","No help","Unpaid help","No answer","No answer","No help","Woman"
"5302","Female",76,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","None",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5303","Female",84,"Couple without children","Distrito de Barajas","Woman","Woman","Both","Both","None",NA,"None","None","Paid help","No help","Unpaid help","Unpaid help","Paid help","No answer","Unpaid help","No help","None"
"5304","Female",86,"Couple without children","Distrito de Barajas","Woman","Woman","None","None","None",NA,"Woman","None","Paid help","Paid help","Unpaid help","Unpaid help","Paid help","No answer","No help","No help","None"
"5305","Female",81,"Couple without children","Distrito de Barajas","Both","Woman","Both","Man","None",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","None"
"5306","Male",75,"Couple without children","Distrito de Barajas","Woman","Woman","Woman","Woman","Man",NA,"None","None","Paid help","Paid help","Paid help","No help","No help","No answer","No help","No help","Woman"
"5307","Male",68,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,"Both","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5308","Male",76,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5309","Male",64,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","None",NA,NA,"None","Paid help","Paid help","No help","No help","Paid help","No answer","No answer","No help","Both"
"5310","Male",71,"Couple without children","Distrito de Barajas","Woman","Both","Man","Man","Man",NA,"None","None","Paid help","No help","No help","No help","Paid help","No answer","No help","No help","Man"
"5311","Male",75,"Couple without children","Distrito de Barajas","Woman","Man","Both","Both","Man",NA,"None","None","Paid help","No help","No help","No help","Paid help","No answer","No help","No help","Man"
"5312","Male",78,"Couple without children","Distrito de Barajas","Both","Both","Both","Man","Man",NA,"Man","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"5313","Male",73,"Couple without children","Distrito de Barajas","Both","Woman","Man","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"5314","Male",78,"Couple without children","Distrito de Barajas","Both","Both","Both","None","None",NA,"Both","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"5315","Male",73,"Couple without children","Distrito de Barajas","Woman","Both","Man","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"5316","Male",75,"Couple without children","Distrito de Barajas","None","Both","Both","Both","Both",NA,"None","None","Paid help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5317","Male",73,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,"None","None","Paid help","Paid help","No help","No help","Paid help","No answer","No help","No help","Both"
"5318","Male",68,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","None",NA,"None","None","Paid help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5319","Male",79,"Couple without children","Distrito de Barajas","Both","Woman","Both","Man","None",NA,"Both","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"5320","Female",72,"Couple without children","Distrito de Barajas","Woman","Woman","Both","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"5321","Male",82,"Couple without children","Distrito de Barajas","Man","Man","Man","Man","Man",NA,"Man","Man","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"5322","Female",35,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5323","Male",43,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"None","Paid help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5324","Male",67,"Couple without children","Distrito de Barajas","None","None","Woman","None","Woman",NA,"None","None","Paid help","Paid help","No help","No help","No help","No answer","No help","No help","None"
"5325","Female",58,"Couple without children","Distrito de Barajas","Both","Woman","Both","Both","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5326","Male",77,"Couple without children","Distrito de Barajas","Both","Both","Woman","Both","Both",NA,"Both","Both","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5327","Male",48,"Couple without children","Distrito de Barajas","Both","Man","Both","Both","None",NA,NA,"None","No help","No help","No help","No help","Unpaid help","No answer","No answer","No help","Both"
"5328","Male",50,"Couple without children","Distrito de Barajas","Woman","Man","Both","Both","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Man"
"5329","Female",64,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,"Both","Both","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5330","Male",73,"Couple without children","Distrito de Barajas","Both","Woman","Man","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"5331","Male",34,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5332","Male",79,"Couple without children","Distrito de Barajas","Both","Woman","Both","Man","None",NA,"None","None","No help","No help","No help","No help","Unpaid help","No answer","No help","No help","None"
"5333","Male",75,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,"None","Both","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5334","Female",52,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5335","Female",62,"Couple without children","Distrito de Barajas","Woman","Woman","Both","Both","Man",NA,"Both","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5336","Male",80,"Couple without children","Distrito de Barajas","Woman","Woman","Both","Man","None",NA,"None","None","No help","No help","No help","No help","Unpaid help","No answer","No help","No help","None"
"5337","Male",76,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,"Both","Both","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5338","Female",75,"Couple without children","Distrito de Barajas","Woman","Woman","Both","None","None",NA,"Both","None","Unpaid help","No help","Unpaid help","Unpaid help","Unpaid help","No answer","No help","No help","None"
"5339","Male",55,"Couple without children","Distrito de Barajas","Both","Woman","Both","Man","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Man"
"5340","Male",60,"Couple without children","Distrito de Barajas","Both","Woman","Man","Both","Both",NA,"Both","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5341","Female",60,"Couple without children","Distrito de Barajas","Both","Both","Both","Man","None",NA,NA,"None","No help","No help","No help","No help","Paid help","No answer","No answer","No help","Both"
"5342","Female",64,"Couple without children","Distrito de Barajas","None","Both","Woman","Woman","Man",NA,"None","None","Paid help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"5343","Male",54,"Couple without children","Distrito de Barajas","Woman","Both","Both","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5344","Female",29,"Couple without children","Distrito de Barajas","Woman","Woman","Both","Woman","Both",NA,NA,"None","Paid help","No help","No help","No help","No help","No answer","No answer","No help","Woman"
"5345","Male",70,"Couple without children","Distrito de Barajas","Both","Woman","Both","Man","Man",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Man"
"5346","Female",67,"Couple without children","Distrito de Barajas","Both","Woman","Both","Both","Man",NA,"None","None","Paid help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"5347","Female",74,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,"Both","Both","No help","No help","Unpaid help","Unpaid help","Paid help","No answer","No help","No help","Both"
"5348","Female",52,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5349","Female",82,"Couple without children","Distrito de Barajas","Woman","Woman","Both","Both","Woman",NA,"Woman","Woman","Unpaid help","Unpaid help","Unpaid help","Unpaid help","Unpaid help","No answer","Unpaid help","Unpaid help","Woman"
"5350","Male",50,"Couple without children","Distrito de Barajas","Both","Woman","Both","Man","None",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","None"
"5351","Female",61,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","Unpaid help","No answer","No answer","No help","Both"
"5352","Female",74,"Couple without children","Distrito de Barajas","Both","Man","Both","Both","Both",NA,"None","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5353","Female",80,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,"Both","Both","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5354","Female",63,"Couple without children","Distrito de Barajas","Both","Woman","Both","Both","Both",NA,"None","None","No help","No help","No help","No help","Paid help","No answer","No help","No help","Both"
"5355","Female",73,"Couple without children","Distrito de Barajas","Woman","Woman","Woman","Woman","None",NA,"Both","None","Paid help","Paid help","Paid help","No help","No help","No answer","Paid help","No help","Woman"
"5356","Male",61,"Couple without children","Distrito de Barajas","Woman","Both","Both","Both","Both",NA,"Both","None","No help","No help","No help","No help","No help","No answer","No help","No help","Both"
"5357","Male",40,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Man",NA,NA,"Both","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5358","Female",67,"Couple without children","Distrito de Barajas","Woman","Woman","Woman","Woman","Woman",NA,"Woman","Woman","No help","No help","No help","No help","No help","No answer","No help","No help","Woman"
"5359","Female",32,"Couple without children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5360","Male",37,"Couple with children","Distrito de Barajas","Both","Man","Man","Both","Both","Both",NA,"None","No help","No help","No help","No help","No help","Paid help","No answer","No help","Both"
"5361","Male",39,"Couple with children","Distrito de Barajas","Both","Both","Woman","Both","Woman","Both",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"5362","Female",44,"Couple with children","Distrito de Barajas","Woman","Woman","Woman","Man","None","Woman",NA,"None","No help","No help","No help","No help","Paid help","No help","No answer","No help","Woman"
"5363","Male",51,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both","Both",NA,"Both","No help","No help","No help","No help","No help","No help","No answer","No help","Both"
"5364","Male",54,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"None","Unpaid help","Unpaid help","Unpaid help","Unpaid help","Unpaid help","No answer","No answer","Unpaid help","Both"
"5365","Male",41,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both","Both",NA,"None","Unpaid help","Unpaid help","Unpaid help","Unpaid help","Unpaid help","Unpaid help","No answer","Unpaid help","Both"
"5366","Male",54,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both",NA,NA,"Both","Unpaid help","Unpaid help","Unpaid help","Unpaid help","Unpaid help","No answer","No answer","Unpaid help","Both"
"5367","Male",58,"Couple with children","Distrito de Barajas","Woman","Both","Both","Both","Man",NA,NA,"None","No help","No help","No help","No help","No help","No answer","No answer","No help","Both"
"5368","Female",34,"Couple with children","Distrito de Barajas","Man","Man","Man","Both","Man","Woman",NA,"None","No help","No help","No help","No help","No help","No help","No answer","No help","Man"
"5369","Male",50,"Couple with children","Distrito de Barajas","Both","Both","Both","Both","Both","Both",NA,"None","Paid help","Paid help","No help","No help","No help","No help","No answer","No help","Both"
